,objid,u,g,r,i,z
8412,1237654601018442078,18.9432,17.84826,17.27611,16.881870000000003,16.67148
26058,1237662303505744034,19.1539,17.8065,17.03896,16.61444,16.338179999999998
21168,1237661387599577148,19.39348,18.223860000000002,17.7893,17.4938,17.42214
16733,1237659149386907861,19.478170000000002,18.16167,17.4603,17.01321,16.75623
4035,1237654601565601853,20.00844,19.3189,18.95103,18.637220000000003,18.65502
18593,1237660765368222332,19.97963,18.63723,17.785610000000002,17.36973,17.09251
11894,1237657775540404495,19.35843,18.124489999999998,17.53787,17.16561,16.97091
46802,1237674478123679829,19.39584,18.22566,17.557779999999998,17.13672,16.88915
49722,1237680473905562259,19.03058,17.143279999999997,16.28269,15.850679999999999,15.52297
7869,1237655468062539988,19.11378,17.845679999999998,17.07668,16.617729999999998,16.342779999999998
16150,1237660962935144566,19.21868,18.18122,17.71167,17.314320000000002,17.22437
36000,1237664132626907232,19.79822,19.33225,18.97565,18.82249,18.85497
17615,1237659162813202684,19.26345,17.91702,17.15455,16.731460000000002,16.47462
18516,1237660764299657227,18.575860000000002,17.41536,16.85582,16.48844,16.26574
3626,1237655124483702895,19.10706,18.19148,17.73339,17.29341,17.31815
47859,1237668589729480821,18.86525,18.07386,17.71793,17.432489999999998,17.367929999999998
17744,1237661137423630462,19.56033,17.824820000000003,16.79564,16.376079999999998,16.07454
28646,1237662301378773249,19.54707,18.4164,17.72314,17.29734,17.060979999999997
659,1237648702972952678,19.174129999999998,17.21237,16.19915,15.75145,15.3915
36703,1237665128023130171,18.97297,18.545279999999998,17.93109,17.62053,17.381220000000003
28887,1237663784741503166,19.62969,17.76205,16.7772,16.34723,16.05283
48188,1237671262817616063,19.82509,18.05239,17.10396,16.72328,16.37356
31951,1237665024900923561,19.46752,18.45958,18.07082,17.77044,17.71043
13776,1237657632191152305,19.99355,19.47505,18.775570000000002,18.55406,18.27374
41594,1237667782278316308,19.180329999999998,17.799120000000002,17.01878,16.61342,16.28024
8338,1237657612878676105,19.37979,18.20438,17.53739,17.10531,16.8867
47643,1237670965921317055,19.51389,18.38181,17.80655,17.38877,17.200789999999998
7134,1237654398614372411,19.21655,17.95135,17.34036,16.92556,16.70434
16935,1237658298458636426,19.13941,17.100820000000002,16.10634,15.65514,15.275360000000001
41926,1237667733965045866,19.194110000000002,18.20115,17.71775,17.43492,17.271739999999998
44087,1237667912215167164,18.681079999999998,17.28845,16.63195,16.27871,16.07593
15286,1237661138494488582,18.77255,17.36182,16.59455,16.16972,15.89069
19205,1237660669804871915,18.14112,16.234579999999998,15.23205,14.795060000000001,14.419670000000002
11619,1237657611264458951,18.90152,17.61794,16.907220000000002,16.47381,16.19912
37810,1237667107423060561,18.9342,17.12878,16.212329999999998,15.73962,15.4016
7565,1237655349427896536,19.230729999999998,17.93392,17.18619,16.81755,16.5502
31102,1237664106314137793,19.52749,18.27139,17.51576,17.078229999999998,16.80321
11124,1237658607148859577,19.38625,17.415689999999998,16.3949,15.94045,15.59671
19395,1237661358614446240,18.75064,17.690910000000002,17.30847,17.03114,16.87944
11096,1237655472896016691,18.83749,17.0708,16.20402,15.8021,15.4551
47679,1237670965929312474,19.93603,18.45932,17.61148,17.12707,16.84352
156,1237648720685039749,19.266270000000002,18.16093,17.59907,17.2172,17.06311
5686,1237655106765979727,19.1651,17.74715,16.8635,16.40664,16.07486
37081,1237665548893225282,18.60951,16.72231,15.65265,15.214839999999999,14.84326
30998,1237664291538927761,19.18429,18.05092,17.47477,17.107,16.910729999999997
34705,1237664667362918489,19.033739999999998,17.914479999999998,17.04185,16.66617,16.505779999999998
49737,1237668335783116981,18.27961,17.27051,16.702820000000003,16.2835,16.08721
10521,1237657118412112122,19.60771,18.67062,18.14955,17.70656,17.6226
553,1237648722325602491,19.14975,17.96591,17.1856,16.73291,16.44635
3768,1237651252053279154,19.0749,18.47358,17.897270000000002,17.618479999999998,17.30819
46681,1237671766925574271,19.32741,17.74479,16.93204,16.54184,16.277
27973,1237662641733697765,18.884079999999997,17.541729999999998,16.8935,16.510479999999998,16.27484
12344,1237656494023377662,19.431829999999998,18.50587,18.06766,17.713820000000002,17.64485
46698,1237671767467622560,18.315379999999998,17.0385,16.342589999999998,15.93917,15.67363
45186,1237668297673081054,18.79648,17.60645,16.98624,16.628239999999998,16.357
34866,1237665369040158800,19.33695,18.10173,17.220760000000002,16.77927,16.525679999999998
37779,1237664667891990697,18.891389999999998,17.310760000000002,16.47709,16.05836,15.736229999999999
46257,1237671261744726151,19.422539999999998,18.29263,17.53639,17.08514,16.77385
25909,1237662306188525690,19.29833,17.6579,16.702070000000003,16.30604,15.95831
48584,1237667968031785182,19.460810000000002,18.38747,17.8632,17.51195,17.32045
24233,1237662193461493901,18.662779999999998,17.57164,16.926389999999998,16.53155,16.31009
49423,1237667255072129145,19.85872,18.50216,17.72705,17.22113,16.950689999999998
1854,1237648722300371154,18.773889999999998,17.34829,16.44489,16.005470000000003,15.682139999999999
44355,1237667252919271695,19.512179999999997,18.35858,17.756729999999997,17.399070000000002,17.22966
3733,1237654652031991894,19.27535,18.22035,17.67353,17.31784,17.09208
44497,1237667967494324389,19.30455,17.73909,16.89555,16.49033,16.206889999999998
3991,1237651251491111027,18.61879,17.41232,16.86365,16.46272,16.24767
43478,1237667733972582543,19.39791,18.35772,17.74859,17.36497,17.16639
4895,1237652615668367547,18.84731,17.29105,16.523329999999998,16.13662,15.84426
17442,1237658201811976343,19.59243,18.56276,18.05675,17.7139,17.51484
47629,1237670965916598626,18.26746,16.916539999999998,16.15834,15.744520000000001,15.44529
1785,1237648705122861277,18.81731,17.380979999999997,16.61533,16.21369,15.94411
47837,1237668588655149179,19.81421,18.5304,17.7687,17.34824,17.098589999999998
835,1237648722292244707,19.79915,17.89736,16.90621,16.49093,16.12796
15443,1237658802044338252,18.66168,17.50992,16.792289999999998,16.33775,16.0433
3760,1237651252049281266,19.109579999999998,17.14866,16.16141,15.695529999999998,15.359760000000001
48076,1237672764444377373,19.00887,17.27832,16.3452,15.876079999999998,15.522210000000001
42865,1237667536934994070,19.29599,17.1807,16.14388,15.71938,15.329020000000002
30550,1237662714747945251,18.935779999999998,17.18608,16.19941,15.791279999999999,15.49715
15185,1237658614124118148,18.776989999999998,17.496470000000002,16.797829999999998,16.41526,16.15792
27138,1237661970648793287,18.76045,18.00423,17.77597,17.503439999999998,17.66532
7213,1237655125545648170,19.511860000000002,18.06026,17.21045,16.75389,16.42833
1615,1237648721762910385,19.290760000000002,17.25356,16.099079999999997,15.622420000000002,15.23206
41144,1237667781217681508,18.82248,17.35709,16.55027,16.14784,15.859129999999999
49625,1237674649921782025,18.81726,17.32303,16.467679999999998,16.03161,15.71889
23444,1237661361297031322,19.47237,17.59705,16.62132,16.21779,15.884889999999999
46386,1237667910054248563,17.94836,16.36881,15.50155,15.073039999999999,14.75574
28445,1237662663207551119,19.31702,17.50455,16.61212,16.24729,15.920639999999999
37117,1237665549429113052,18.4644,17.26015,16.613329999999998,16.18486,15.94491
7043,1237655473975001764,18.69296,17.36084,16.60675,16.16862,15.88292
35905,1237665129093660858,19.446820000000002,18.08742,17.34984,16.929170000000003,16.67336
25552,1237661872398598221,18.70544,17.5784,17.06485,16.7158,16.52355
38234,1237665442592587918,18.602439999999998,17.56793,17.10386,16.78322,16.664460000000002
8735,1237652942623277613,18.79362,16.97116,16.03249,15.55601,15.15066
33084,1237662619727102134,19.37387,18.38952,17.80419,17.39424,17.22777
28524,1237661850395476118,19.31129,18.51414,18.1049,17.75799,17.6355
26506,1237661972267925544,17.90474,17.49486,17.29676,17.05002,17.23078
4459,1237651752937521260,19.18909,18.49019,17.84856,17.45795,17.25555
37676,1237665101140590752,18.67266,17.78556,17.44685,17.16176,17.11811
876,1237651537649729814,19.64125,17.62575,16.610979999999998,16.19674,15.865110000000001
37781,1237664667892711640,18.6989,17.81198,17.4012,17.07893,17.00177
32260,1237664871358857364,19.698970000000003,18.34521,17.6005,17.16945,16.89207
38107,1237665330401116349,19.16094,17.46215,16.517529999999997,16.11306,15.787510000000001
40631,1237667293725196567,19.62799,17.66106,16.61456,16.18656,15.80427
3143,1237648703528436132,19.12165,17.928160000000002,17.18219,16.72976,16.4595
609,1237648722837766282,19.48238,18.3644,17.62885,17.25369,17.01185
45157,1237666408457306256,19.84263,19.660079999999997,19.35417,19.29683,19.15413
39256,1237667536383967697,18.62029,16.55371,15.535210000000001,15.10276,14.743160000000001
4364,1237652944240378073,19.060779999999998,18.0896,17.58877,17.25104,17.0544
14605,1237658191074296091,19.050279999999997,18.15061,17.60033,17.26775,17.058239999999998
29130,1237662263243768011,19.0297,17.9971,17.33916,16.93975,16.65775
45996,1237668331490181237,18.73225,17.521810000000002,16.81395,16.455920000000003,16.23015
44872,1237668289085374576,18.74166,17.793879999999998,17.34339,16.94183,16.84665
11455,1237654881270628420,19.40989,18.22416,17.49006,17.016479999999998,16.74372
46207,1237667211042947453,18.91121,17.94905,17.422639999999998,17.01754,16.92805
30966,1237664291011166421,19.239520000000002,17.81822,17.10947,16.69294,16.45447
1462,1237651252022542543,19.743370000000002,18.38281,17.63114,17.18875,16.89828
21646,1237661873490952342,18.9946,16.99569,15.981420000000002,15.5432,15.195620000000002
26341,1237662335724290464,19.1213,18.24534,17.831310000000002,17.5508,17.43403
25192,1237661417674834011,19.03035,18.08559,17.80919,17.50256,17.41139
25569,1237661872401612889,19.73109,19.0381,18.455370000000002,18.05738,18.00177
23467,1237661361302143091,19.35632,17.40025,16.448710000000002,16.049020000000002,15.70405
2235,1237651272962343079,19.09064,17.97338,17.31189,16.843629999999997,16.60934
14532,1237658800963649777,19.19934,18.08764,17.5929,17.23878,17.07522
49107,1237671764785561890,19.5154,18.78616,18.44765,18.00645,18.0244
7350,1237655504573694326,19.597579999999997,18.275779999999997,17.59481,17.1845,16.86423
12499,1237657628431155711,18.999570000000002,17.988139999999998,17.45228,17.0875,16.93551
25631,1237662225143693464,19.58638,18.44429,17.701610000000002,17.297,17.06639
26001,1237661069262586013,19.17151,17.844839999999998,17.03515,16.6168,16.274729999999998
40221,1237667538542854322,19.22095,17.964879999999997,17.13117,16.72625,16.45297
39038,1237667781202215302,19.59744,18.05688,17.27844,16.77794,16.515710000000002
3896,1237653440838303917,19.202720000000003,18.04487,17.33243,16.91181,16.66143
22425,1237661356999114984,19.37197,17.23571,16.206789999999998,15.79851,15.432889999999999
30748,1237663782596771967,19.603679999999997,18.96678,18.69838,18.55973,18.54964
20514,1237661066020651123,19.49539,18.26849,17.52775,17.03363,16.796129999999998
2788,1237651272972828800,17.65525,16.08938,15.106570000000001,14.679910000000001,14.36515
23757,1237659327098781934,19.74687,18.90585,18.480079999999997,18.10795,18.00703
40626,1237667293195010158,19.740879999999997,18.4994,17.78894,17.3246,17.05175
45140,1237671260127559894,19.001720000000002,17.15072,16.17923,15.76196,15.431170000000002
34609,1237665097392849058,18.63717,17.7555,17.294810000000002,16.91235,16.78731
28553,1237663456705773830,18.784779999999998,17.5686,16.83776,16.46189,16.19763
1609,1237648721762451846,19.67476,18.39568,17.659129999999998,17.261779999999998,16.96898
6277,1237653665258012925,18.79332,18.3869,18.1967,17.80679,18.3247
32701,1237662637450199111,19.12337,17.03728,16.00356,15.55504,15.173010000000001
1768,1237648705116700799,18.48735,17.102439999999998,16.20114,15.76399,15.490210000000001
36843,1237664877803798679,19.494220000000002,18.29766,17.76166,17.36035,17.22186
29424,1237662337870725465,18.9496,17.59531,16.75741,16.20228,15.886370000000001
46111,1237671990268461321,18.79126,17.304479999999998,16.48418,16.055410000000002,15.727770000000001
48647,1237674289145774397,19.2376,17.2773,16.24091,15.76545,15.33724
3931,1237653471980355718,19.57922,18.43703,17.774420000000003,17.339560000000002,17.14581
3903,1237653440840532055,18.98735,17.94078,17.3722,16.96865,16.80507
39243,1237667485919740035,19.55379,18.369020000000003,17.660729999999997,17.24326,16.94226
39865,1237667783369556089,19.1364,17.92341,17.30761,16.9806,16.77642
6631,1237654953205236154,19.19728,18.053,17.45169,17.06157,16.87436
29155,1237662263252025559,18.67288,17.24555,16.50491,16.077479999999998,15.79311
34939,1237665564997583034,18.86969,18.042920000000002,17.50854,17.11196,16.90008
18382,1237661068721782932,19.28124,18.50101,18.1613,17.90803,17.83739
38338,1237665329307648051,19.702920000000002,17.81576,16.84035,16.41806,16.087229999999998
46822,1237674597315641420,19.55546,18.43344,17.852999999999998,17.50371,17.30228
5055,1237651271905116463,19.04739,18.70894,18.70978,18.2992,18.623479999999997
27963,1237662641730617726,19.630670000000002,18.42653,17.48108,17.00229,16.72514
8841,1237655742943133887,19.643629999999998,18.2653,17.45431,16.8572,16.55013
2642,1237651225172705602,18.743679999999998,17.3048,16.51115,16.06982,15.75237
6897,1237654608534438008,19.4532,17.807570000000002,17.06953,16.79801,16.60632
42935,1237667447274930342,19.078329999999998,17.59202,16.71422,16.31876,15.969120000000002
26564,1237662198812835969,18.84123,17.44134,16.65837,16.23459,15.922920000000001
21470,1237661388141887659,19.873379999999997,18.52019,17.683670000000003,17.27233,17.03079
8574,1237654381438763165,18.27923,17.334220000000002,16.81855,16.448829999999997,16.30834
38482,1237667142324453544,19.20001,18.086,17.42463,17.024379999999997,16.86853
510,1237648721751376083,19.23619,18.370810000000002,17.92448,17.543960000000002,17.42359
47001,1237671140944511228,19.58009,18.45939,17.88334,17.53676,17.386470000000003
15965,1237658493334782194,19.02348,18.17899,17.62537,17.27545,17.08295
16620,1237660583367672055,18.987270000000002,17.68834,16.96321,16.522579999999998,16.279770000000003
25386,1237661388690227477,19.16425,18.119329999999998,17.67814,17.27435,17.1916
8028,1237655369824206915,19.392879999999998,17.69226,16.75094,16.269270000000002,15.886629999999998
8948,1237654029253083289,19.42323,17.45073,16.47174,16.03957,15.692210000000001
31701,1237664338785665175,19.2218,17.746470000000002,16.84412,16.42138,16.13472
13375,1237657606961692929,18.873479999999997,17.13887,16.14454,15.7039,15.322770000000002
7819,1237655465919971457,19.20514,17.465670000000003,16.746270000000003,16.30919,16.098229999999997
41705,1237667734527737909,19.492739999999998,18.0455,17.25601,16.79307,16.50318
24538,1237661068173443235,19.6662,18.446089999999998,17.75795,17.38794,17.10156
29994,1237662340545183949,19.60811,17.73486,16.67892,16.24421,15.87919
6055,1237654653639065762,19.421879999999998,18.097520000000003,17.40621,17.013170000000002,16.75693
23969,1237661351632437328,19.67439,17.75175,16.836779999999997,16.46068,16.16135
42173,1237668270832812148,19.22711,17.856479999999998,16.98095,16.548029999999997,16.20634
8681,1237648722854674587,19.1097,18.03989,17.37288,16.98076,16.752010000000002
44066,1237667781745246255,18.94356,17.66917,16.83015,16.40873,16.11596
6072,1237654653643063423,18.83164,17.73794,17.18166,16.83847,16.64261
12333,1237656243317178533,18.66716,17.13636,16.3723,16.00113,15.744489999999999
11695,1237658203422720121,19.53736,17.94209,16.96679,16.527829999999998,16.21216
18864,1237657856609550493,18.6881,17.63193,17.04274,16.703210000000002,16.50824
37704,1237665101678313719,19.163729999999997,18.29145,17.60598,17.25604,17.05068
5528,1237655369291202779,19.57688,17.72307,16.8749,16.542679999999997,16.27155
49892,1237664852577485054,19.81006,18.57104,17.87387,17.50889,17.25044
30037,1237662341086970172,19.349439999999998,18.237820000000003,17.735889999999998,17.41493,17.2809
8420,1237654601021391092,19.6925,18.38557,17.5531,17.070520000000002,16.78191
23428,1237662339472556317,20.128529999999998,18.38699,17.52971,17.15697,16.88354
39894,1237667783382860003,19.05773,18.16377,17.60673,17.29157,17.13656
31203,1237663783673659586,19.59737,19.12941,18.25049,17.971239999999998,17.7641
49440,1237667255078486157,18.91386,17.27723,16.37344,15.926789999999999,15.586620000000002
37791,1237667106885731041,19.015179999999997,17.88802,17.22583,16.8629,16.57994
44220,1237667539080577283,18.73571,17.2768,16.49621,16.08376,15.75179
48457,1237678542773289503,19.2175,17.39131,16.44872,15.97848,15.643120000000001
28123,1237662307268493534,19.48806,17.42928,16.40035,15.938529999999998,15.57286
1144,1237651249896226984,19.427210000000002,17.54968,16.59554,16.19851,15.90974
4772,1237654031401549926,18.8632,17.519370000000002,16.74343,16.34514,16.07476
6756,1237654669202555082,18.73612,18.0003,17.69618,17.34437,17.369770000000003
14589,1237657879149150232,19.67831,18.489420000000003,17.81264,17.45972,17.220010000000002
40958,1237667430085624344,19.1078,18.210420000000003,17.80529,17.5169,17.38259
9410,1237657070089339050,18.67217,17.64834,17.26676,16.98215,16.87721
3328,1237651274046374153,18.65417,17.13189,16.1798,15.73889,15.400839999999999
30115,1237663783126958260,19.08244,18.74269,18.83652,18.43836,19.12589
47050,1237671142017990870,19.60625,18.14499,17.28473,16.84481,16.52255
26653,1237662267532378296,19.09664,17.76879,17.0371,16.58839,16.28012
34366,1237664289401078060,18.59095,17.1984,16.40943,15.9998,15.71129
32129,1237664672185319553,19.289939999999998,18.51389,17.96386,17.58519,17.43855
45098,1237668591337472147,18.247239999999998,16.99271,16.19387,15.74884,15.42639
17598,1237659162806190261,20.05711,19.1993,18.82655,18.46402,18.405160000000002
16259,1237661126152028427,19.4618,17.53472,16.47281,16.027810000000002,15.654229999999998
31445,1237664668428927132,18.794220000000003,17.819010000000002,17.29044,16.91509,16.73904
17379,1237661151916327105,19.5415,18.26663,17.57359,17.21219,17.00637
2688,1237651538188959918,19.346339999999998,18.07611,17.41246,17.03029,16.79825
9370,1237656906352951476,18.59369,17.25507,16.53492,16.10707,15.85855
17014,1237660635459551374,19.10815,17.05596,16.05651,15.57993,15.242239999999999
2089,1237649920039190642,19.64464,17.55898,16.52436,16.07381,15.673910000000001
43980,1237667781228167239,19.20415,18.00933,17.1705,16.72587,16.430529999999997
7549,1237655348893450357,19.33074,18.22832,17.4915,17.11017,16.877660000000002
48156,1237671262282973345,19.107870000000002,17.42525,16.41274,15.95001,15.6069
4681,1237651735759421595,18.49847,17.41488,16.945529999999998,16.622329999999998,16.46313
30485,1237664818209488978,19.071279999999998,17.2929,16.362679999999997,15.91586,15.584539999999999
11428,1237656538592379045,19.01817,18.113529999999997,17.66522,17.3729,17.360970000000002
35613,1237665330389385325,18.71732,17.68147,17.230539999999998,16.97778,16.90462
49228,1237667211049500815,19.48043,18.33931,17.58093,17.175629999999998,16.985870000000002
36576,1237665428110311833,18.94661,17.92116,17.45745,17.12514,16.97326
16100,1237660961326760081,19.53698,17.60898,16.5934,16.174529999999997,15.81468
33196,1237661465990398550,19.06488,17.86554,17.13949,16.7596,16.50844
16579,1237658312403517612,19.293789999999998,18.194029999999998,17.60867,17.25244,17.046879999999998
15969,1237658493335634098,17.986829999999998,16.76596,16.165020000000002,15.77142,15.56069
34780,1237665367430791268,18.77543,17.58089,16.95063,16.60742,16.38416
37533,1237666210311962920,19.33212,18.26739,17.94494,17.65175,17.66757
9877,1237654953744466263,19.86022,18.35493,17.54277,17.171039999999998,16.97074
38563,1237667252941095009,19.179679999999998,17.94821,17.144289999999998,16.75976,16.52618
31710,1237664338787303527,19.40691,17.73326,16.98741,16.635920000000002,16.3541
825,1237648722284183823,19.57,17.49304,16.42229,15.96204,15.558029999999999
28280,1237662236945875250,19.49325,18.40397,17.81972,17.40781,17.26231
18642,1237660634390986806,19.547520000000002,18.43414,17.828879999999998,17.46494,17.244429999999998
32042,1237664093441884426,18.67611,17.10215,16.22458,15.80574,15.51169
3239,1237650370487910577,18.986179999999997,16.98473,15.949629999999999,15.521579999999998,15.12474
47526,1237671126977740947,19.60579,18.29135,17.540329999999997,17.14665,16.8734
44168,1237667914345152615,19.64183,18.29424,17.4222,16.99479,16.70917
13548,1237658422477652181,19.53526,18.1871,17.42786,16.95665,16.71259
23662,1237661070862385291,19.15352,17.70971,16.930979999999998,16.47264,16.19995
46315,1237671262278910121,19.74707,18.67579,18.12087,17.68908,17.54166
4620,1237651715873177797,19.351679999999998,17.59079,16.616220000000002,16.12985,15.823070000000001
31981,1237665024914882713,19.83612,18.94685,18.5341,18.26853,18.10886
34344,1237665442057289873,18.29642,17.17309,16.494970000000002,16.127660000000002,15.89895
28793,1237662223532621927,18.77596,17.34404,16.55014,16.16384,15.90528
19715,1237658493875585199,18.90348,17.59693,16.76134,16.2991,15.971420000000002
28179,1237662305117667536,19.65046,18.40711,17.47736,17.062929999999998,16.774729999999998
13997,1237658205589864658,19.39345,17.42553,16.3166,15.87904,15.57419
14279,1237658492273426532,19.38781,17.898039999999998,16.98426,16.51318,16.202360000000002
37772,1237664667891007617,18.30785,16.80244,16.0259,15.609929999999999,15.31657
33456,1237664337178329253,19.24672,18.26053,17.70119,17.37477,17.2684
6402,1237655109450530928,18.34196,16.72543,15.93021,15.549120000000002,15.24779
2279,1237651504879435965,19.209629999999997,17.8455,17.13413,16.73055,16.436239999999998
25409,1237661416062058574,19.81917,18.06466,17.29658,16.973689999999998,16.684420000000003
33686,1237664669516824700,19.89637,18.11149,17.141579999999998,16.7313,16.43459
18017,1237660343401447529,19.55763,18.33981,17.681910000000002,17.30537,17.01345
13403,1237657607500595415,19.2887,18.33759,17.89378,17.58871,17.44602
38892,1237665566068703321,18.737470000000002,18.04054,17.61559,17.304489999999998,17.16295
23506,1237661361838162158,19.118920000000003,17.7442,17.067520000000002,16.73907,16.43966
16980,1237658298990133383,19.15061,17.93328,17.29505,16.90159,16.63823
3297,1237650371558834337,19.65885,17.691570000000002,16.59929,16.16615,15.80136
21285,1237661949190209766,19.32002,18.347360000000002,17.71325,17.31709,17.04692
33402,1237664336643883197,19.5172,18.16098,17.45375,17.08519,16.79895
27027,1237661816028070015,18.92694,18.17119,17.84597,17.65379,17.6142
48455,1237678542236942701,19.42613,17.432370000000002,16.30825,15.827179999999998,15.44704
27840,1237662307810279779,19.19215,18.10829,17.53044,17.158720000000002,16.939420000000002
28931,1237662244983800005,19.0516,17.37481,16.60745,16.267889999999998,16.00253
3205,1237654391101980934,19.408360000000002,18.377229999999997,17.8927,17.513070000000003,17.32868
37028,1237665548353601661,18.51781,16.92826,16.03651,15.60494,15.24985
6982,1237655473430986956,19.125529999999998,18.63125,18.29201,18.06769,18.32483
9744,1237655123930513500,19.441779999999998,17.3518,16.36455,15.925870000000002,15.56679
47022,1237671141479481622,19.91958,18.16412,17.30704,16.94335,16.64433
34153,1237665178983465121,19.38887,17.985020000000002,17.16147,16.72883,16.45209
22872,1237661950802460985,19.06139,18.31326,17.99944,17.677229999999998,17.65408
36125,1237665127469744233,19.25691,18.7583,18.36899,18.22111,18.02384
28795,1237662223532687439,19.02787,18.113970000000002,17.62912,17.32779,17.302329999999998
2029,1237651271890305085,19.029320000000002,17.26359,16.4835,16.081979999999998,15.78551
43544,1237667733986345100,19.14836,18.00359,17.40107,16.98551,16.78355
929,1237651538178736248,19.25624,17.24934,16.26135,15.81153,15.467889999999999
30520,1237661463308468549,19.59678,17.626379999999997,16.605829999999997,16.177970000000002,15.81139
9513,1237657190908428646,19.293770000000002,18.25365,17.62125,17.13626,16.974629999999998
4815,1237651823247032482,19.26875,18.2842,17.91078,17.564629999999998,17.517879999999998
44739,1237667735034921121,18.53455,17.53117,17.0703,16.71862,16.60986
13514,1237658312942420202,18.39185,17.00047,16.36502,15.99218,15.746170000000001
7244,1237655125557313832,19.032,17.70358,17.13551,16.7796,16.60853
10693,1237655497589719229,18.597579999999997,16.66909,15.66666,15.249889999999999,14.88189
44011,1237667781239439641,19.21247,17.75731,16.899060000000002,16.49482,16.19442
8194,1237655130374996200,19.18538,17.2172,16.20736,15.76857,15.422920000000001
34124,1237665548350062733,19.24132,18.1296,17.46271,17.06652,16.83274
40773,1237667322180468787,18.75656,17.02425,16.07212,15.62401,15.26126
40914,1237667429564547216,19.93205,18.58488,17.84098,17.42148,17.08721
7535,1237655348888731852,19.20634,18.279339999999998,17.76145,17.44795,17.29278
48810,1237670964856160421,18.96302,17.83072,17.29205,16.94875,16.73744
33085,1237662619727102142,19.00571,17.62997,16.8602,16.40082,16.09679
21676,1237661874008686874,19.35162,18.469910000000002,17.74825,17.32893,17.110210000000002
5382,1237651799622811838,19.40336,18.00626,17.25695,16.764470000000003,16.47479
47882,1237678619576762586,18.78588,17.20342,16.329729999999998,15.874139999999999,15.56921
37382,1237667209974972612,19.543210000000002,17.96696,16.96655,16.4754,16.132920000000002
47548,1237671126982000831,19.63351,18.21537,17.55515,17.20242,16.93852
7529,1237655348357169376,19.46024,18.57317,18.15987,17.84715,17.76153
21297,1237661150304993438,19.455389999999998,18.34279,17.56575,17.14128,16.90697
43448,1237667733967798417,19.29458,17.35055,16.32021,15.87619,15.52583
47818,1237676442534019396,19.148239999999998,17.34453,16.32992,15.89795,15.541970000000001
21912,1237661381703762078,19.08097,17.916320000000002,17.24365,16.85497,16.61785
11606,1237657610731389024,19.353279999999998,18.58621,18.03458,17.70036,17.563489999999998
2786,1237651272972632176,19.245639999999998,18.045279999999998,17.42219,16.999010000000002,16.876279999999998
43289,1237668584361099389,18.707079999999998,17.15994,16.4246,15.997710000000001,15.70418
24431,1237662224071262383,19.00489,17.78967,17.04703,16.63583,16.347520000000003
7919,1237654602095722772,19.02488,18.10395,17.74992,17.463739999999998,17.38804
47843,1237668589191626886,18.73351,17.76763,17.3233,17.01867,16.82597
18058,1237660343936614415,19.64954,18.25282,17.42964,17.20988,17.03503
49083,1237671762641485989,18.92248,17.798939999999998,17.19805,16.780170000000002,16.55022
30241,1237664286173429990,19.73435,17.97587,16.8968,16.453960000000002,16.106820000000003
7935,1237654602103193704,19.27063,18.10049,17.51752,17.17031,16.98012
7967,1237654602639933667,19.292170000000002,17.7678,17.191589999999998,16.82745,16.59874
3682,1237654627863167342,19.46659,18.26598,17.439420000000002,16.98358,16.670820000000003
15030,1237658204497969307,19.23503,17.794729999999998,16.95501,16.52698,16.19485
31735,1237664338791366817,19.2149,17.55919,16.66574,16.265079999999998,15.92702
18503,1237661362380537990,19.18269,18.10499,17.61565,17.31215,17.197010000000002
42978,1237667447811014775,19.45541,18.37094,17.82346,17.43146,17.27664
29375,1237662337332871625,19.424970000000002,18.00111,17.20809,16.78535,16.50374
5806,1237654652569321735,19.10588,17.2138,16.19132,15.76927,15.40427
41825,1237667550884855992,18.333479999999998,16.636129999999998,15.702979999999998,15.2766,14.916139999999999
25640,1237662225147494525,18.68834,17.27821,16.57084,16.201079999999997,15.944410000000001
32257,1237664871358464168,19.44785,17.41593,16.36681,15.913160000000001,15.538179999999999
9876,1237654953744269764,19.47502,18.46301,17.753870000000003,17.2981,17.02749
35085,1237665354545758411,19.542360000000002,18.43695,17.70516,17.23245,17.03257
28606,1237662301360357545,19.120420000000003,17.581329999999998,16.7453,16.29561,15.932379999999998
16237,1237661126147178802,18.79984,17.76165,17.24509,16.86961,16.70703
48538,1237671932282994794,19.5014,18.21654,17.55675,17.12966,16.89174
14700,1237657873258315873,19.285510000000002,17.98786,17.3614,17.03586,16.837239999999998
29892,1237662194529009732,19.075979999999998,18.1711,17.788520000000002,17.4813,17.27326
6217,1237653652915683549,19.99598,19.57303,19.16048,18.85439,18.85442
37969,1237667781760843858,19.13467,17.39255,16.59962,16.248,15.982170000000002
9981,1237657629506076982,19.08004,18.318820000000002,18.01719,17.74535,17.82198
34479,1237658302208082053,18.303160000000002,16.96935,16.1997,15.77736,15.49301
10532,1237657118946099412,18.78114,17.62288,16.97589,16.47665,16.24446
16146,1237660962934554886,19.7638,18.50008,17.76206,17.3655,17.12031
38536,1237667252934672486,19.35344,18.312170000000002,17.72705,17.29372,17.085929999999998
30695,1237664336637591611,19.720570000000002,18.31966,17.489729999999998,17.057370000000002,16.75714
45248,1237668298749247661,19.08146,18.012079999999997,17.56298,17.20794,17.09524
30022,1237662341082317031,18.46079,16.94434,16.19652,15.75245,15.45665
37457,1237661972796342398,18.8756,17.917170000000002,17.106279999999998,16.69502,16.39376
