,objid,u,g,r,i,z,redshift
20242,1237661357535985792,18.77852,17.801070000000003,17.20169,16.83737,16.67255,0.14831870000000003
10327,1237655368752365641,19.337329999999998,17.875329999999998,17.04363,16.642670000000003,16.32021,0.13548629999999998
26980,1237661813345681554,19.14551,17.86991,17.18946,16.78281,16.541220000000003,0.12157149999999999
7191,1237655125015396516,19.69471,17.96013,17.05932,16.70375,16.41183,0.15848489999999998
47333,1237671260664365357,19.514310000000002,18.373929999999998,17.787570000000002,17.37585,17.21208,0.1001142
24482,1237662224592994408,18.271320000000003,17.09431,16.48669,16.16088,15.920570000000001,0.1213346
10121,1237657772317212843,19.43688,18.3255,17.82062,17.52062,17.35536,0.1152739
36540,1237665428094320739,18.48395,17.466920000000002,17.0384,16.7443,16.64951,0.11319800000000001
28694,1237662224605970502,20.051070000000003,19.37699,19.06512,18.680770000000003,18.74942,0.10514749999999999
32576,1237665126928548008,19.20504,18.18881,17.589489999999998,17.22162,17.06873,0.1354743
43907,1237668349205807191,19.15748,17.82441,16.87344,16.42886,16.08237,0.1681165
41113,1237667781212438682,19.643810000000002,18.024160000000002,17.225620000000003,16.847379999999998,16.46131,0.11915
29023,1237662499465396511,20.031129999999997,18.32111,17.66422,17.37865,17.17478,0.1074693
46829,1237674598389186714,19.69857,18.486520000000002,17.728289999999998,17.3785,17.11243,0.1194985
26445,1237661971722993779,19.34229,17.973329999999997,17.22932,16.779120000000002,16.52955,0.1346496
1605,1237648721761796288,19.68896,17.92558,16.93947,16.44535,16.05409,0.11205350000000001
38569,1237667252942143597,19.60783,17.75596,16.75773,16.346729999999997,15.98885,0.1144613
21203,1237658425161089221,18.99762,17.84357,17.42945,17.13385,17.050179999999997,0.1194393
7300,1237655504032760009,19.377370000000003,18.13697,17.5006,17.134420000000002,16.89159,0.11493410000000001
46764,1237667914349478293,18.53436,17.04994,16.19705,15.77951,15.48223,0.11338720000000001
25768,1237661465452478759,19.540129999999998,18.31837,17.68907,17.30154,17.05226,0.116976
6473,1237655108372136115,19.169970000000003,17.99488,17.24823,16.86251,16.62368,0.1674754
48144,1237678877246226956,18.90304,17.779970000000002,17.16945,16.76987,16.60128,0.1451458
39764,1237667431179419841,18.7442,17.89761,17.58588,17.27773,17.20105,0.10347390000000001
7427,1237653612647612585,18.58844,17.688860000000002,16.85867,16.50672,16.17357,0.19038529999999998
29818,1237662302977065139,18.94258,16.933139999999998,15.93701,15.497710000000001,15.152470000000001,0.1104508
44140,1237667912748302374,17.81837,16.56602,15.894739999999999,15.452620000000001,15.19335,0.1056643
45130,1237671260125135132,19.53943,18.83334,18.209429999999998,17.76738,17.57177,0.2226127
13475,1237660635458961584,19.50574,18.424970000000002,17.847179999999998,17.492060000000002,17.29472,0.1177731
46453,1237668349751984383,19.74099,19.018079999999998,18.71479,18.398889999999998,18.477320000000002,0.17165899999999998
31185,1237663783670186116,18.68917,17.45799,16.75528,16.338720000000002,16.08375,0.10215360000000001
14424,1237660763769143490,18.940379999999998,17.000410000000002,15.99635,15.56676,15.21814,0.11260619999999999
49817,1237667292642739025,18.785510000000002,17.2491,16.33408,15.91099,15.54703,0.1084133
23953,1237661958831079521,19.07961,17.98153,17.494020000000003,17.17224,17.00594,0.1004022
41629,1237667734509387807,19.65447,18.425279999999997,17.75829,17.292820000000003,17.03211,0.13887270000000002
21047,1237661850927693940,19.17964,18.07092,17.41664,17.06846,16.82936,0.1239146
50064,1237680504503534478,19.04257,17.42831,16.52737,16.03479,15.643579999999998,0.1250881
14536,1237658800965681367,18.93083,18.06045,17.39477,17.06559,16.89336,0.10667570000000001
18721,1237660634928316547,19.3363,17.205560000000002,16.167579999999997,15.725320000000002,15.34619,0.10579169999999999
681,1237648702978850975,19.34964,18.44825,18.0441,17.75868,17.66767,0.13781970000000002
20842,1237658300606382281,18.59534,17.26754,16.59154,16.21164,15.94837,0.10907069999999999
48671,1237674290754290063,19.656,18.87997,18.480620000000002,18.09095,18.03983,0.14951129999999999
42696,1237666338116403354,19.17546,17.245060000000002,16.21007,15.773060000000001,15.407420000000002,0.10425630000000001
25617,1237662225136550050,19.030739999999998,18.06017,17.43319,17.05801,16.83258,0.1068387
187,1237648720693297437,19.539460000000002,18.37481,17.6475,17.28613,17.02709,0.12744729999999999
7018,1237655473967530182,19.03868,18.01794,17.38211,17.00633,16.84155,0.18289029999999998
383,1237648705658880091,19.09142,17.92478,17.37738,17.048679999999997,16.84235,0.1093881
15007,1237658203987312776,18.97416,18.052220000000002,17.56478,17.22926,17.14368,0.152333
38859,1237665565535895650,19.29406,18.847170000000002,18.182879999999997,17.77477,17.55746,0.23596279999999997
9564,1237654386266865871,19.48555,18.178829999999998,17.34879,16.92375,16.62319,0.1532886
21229,1237658425169215622,19.3844,18.20291,17.7662,17.424120000000002,17.27792,0.12284919999999999
17910,1237659120414556511,19.1994,18.119670000000003,17.50788,17.14219,16.946920000000002,0.14036949999999998
15602,1237658424630313151,19.70747,18.40689,17.64047,17.184910000000002,16.90839,0.1108583
41650,1237667734516269200,19.50657,17.47976,16.38532,15.949010000000001,15.55977,0.1271316
32294,1237664871895466232,19.40532,17.6105,16.7277,16.3667,16.05122,0.1058532
7070,1237654391636558210,19.2577,17.46293,16.53785,16.04645,15.69181,0.101123
20652,1237661210434404557,19.81628,18.51374,17.79625,17.39412,17.115479999999998,0.12302590000000001
44214,1237667539079659700,18.25755,17.20167,16.69676,16.35039,16.15176,0.10346749999999999
452,1237648721246093450,19.51389,18.36634,17.73165,17.34937,17.094820000000002,0.13656189999999999
33132,1237665128009695487,18.75327,17.92674,17.60905,17.36179,17.31444,0.11845839999999998
35371,1237664835392176313,18.78346,18.12633,17.83304,17.43556,17.47221,0.1112531
2164,1237651272428224662,19.90075,18.62836,17.699289999999998,17.3034,16.99551,0.26986370000000004
37313,1237665534927372520,19.96548,19.24784,18.794520000000002,18.43084,18.376279999999998,0.2042165
40511,1237668272448274637,19.3522,18.14442,17.53981,17.16132,16.97167,0.1222413
14609,1237658191077310728,18.99334,17.531760000000002,16.7307,16.34264,16.01843,0.12624449999999998
7428,1237653612647809128,19.13713,17.74459,17.0355,16.60194,16.39397,0.1644382
37886,1237665369573425317,19.38299,17.6907,16.780279999999998,16.32256,15.96335,0.1052469
27309,1237662697033433298,19.990820000000003,18.17334,17.29082,16.89767,16.58147,0.11790519999999999
25198,1237662238013390972,18.60292,17.76164,17.39495,17.05945,16.99332,0.13500920000000002
9931,1237657875406258402,19.343770000000003,18.69497,18.3933,18.08933,18.168129999999998,0.1489997
43157,1237668332030132478,18.714470000000002,17.29678,16.44959,16.00038,15.70401,0.1160542
32495,1237665331462471913,19.05482,17.105529999999998,16.15108,15.72553,15.39512,0.1019582
35471,1237665227848941656,18.902820000000002,17.319760000000002,16.52015,16.15341,15.8351,0.1002278
37707,1237665101679034579,19.15614,17.151410000000002,16.12097,15.68035,15.30357,0.1089096
32785,1237663784201027588,19.52789,18.42837,17.8553,17.417679999999997,17.30047,0.1498932
49673,1237667782318490038,19.43451,18.37021,17.59178,17.15618,16.9798,0.2174189
2278,1237651504879304849,19.235979999999998,17.35614,16.40675,16.00826,15.65405,0.11028900000000001
46602,1237670955178066166,18.7984,17.605079999999997,16.97263,16.56488,16.35239,0.11390530000000001
41984,1237667782825738371,18.82783,18.005229999999997,17.71104,17.39603,17.43628,0.1144826
31505,1237662695962706248,19.18233,18.03878,17.393620000000002,16.93764,16.711920000000003,0.1209019
34478,1237658302208082010,19.57434,18.37368,17.53032,17.07878,16.86027,0.19504029999999997
6534,1237654948372021401,19.1,17.98549,17.36214,16.91631,16.723489999999998,0.10654649999999999
25277,1237661872954212611,19.50831,17.83459,16.875,16.49503,16.1481,0.11581889999999999
42782,1237668496317350048,18.87731,18.039479999999998,17.55007,17.09171,17.02535,0.19874389999999997
776,1237648721770643674,19.123260000000002,17.4556,16.591920000000002,16.16957,15.852820000000001,0.10234
49893,1237664852580106388,18.566589999999998,17.28377,16.56713,16.12446,15.86561,0.10549380000000001
5489,1237651539249856631,19.14855,18.04506,17.43543,17.03516,16.87172,0.1382033
9294,1237657222560219196,18.65963,17.49265,16.863039999999998,16.52938,16.33072,0.1529557
8744,1237652942637760621,19.07024,17.83529,17.31131,16.97991,16.80914,0.11156010000000001
43164,1237668332034851048,19.05602,17.256339999999998,16.3505,15.91805,15.5791,0.1019057
9569,1237654386268504192,19.60673,17.707910000000002,16.65219,16.2076,15.903929999999999,0.1447878
17132,1237655465390375090,19.37601,18.37862,17.74075,17.379279999999998,17.183889999999998,0.1869347
26986,1237661813347778685,19.65457,18.64132,17.89617,17.424039999999998,17.2335,0.1509324
16769,1237659150459600956,18.7908,17.77905,17.27838,16.86332,16.74563,0.10169
11799,1237657630057627778,19.30305,18.08155,17.5355,17.187179999999998,17.09045,0.13305989999999998
22370,1237661356465782888,19.80105,17.92434,17.03315,16.64614,16.32094,0.1014407
41871,1237667733958820050,19.565920000000002,18.421860000000002,17.838720000000002,17.46172,17.23641,0.10452570000000001
10275,1237655349967585387,19.2934,18.22296,17.67843,17.324289999999998,17.161479999999997,0.1012393
31921,1237665024367001661,19.76241,19.276770000000003,18.73208,18.592229999999997,18.26381,0.35185279999999997
43067,1237662474764091582,19.39834,17.83447,16.87311,16.422639999999998,16.09441,0.1491919
21753,1237661069246070994,18.22842,17.04409,16.45836,16.07549,15.826870000000001,0.1038641
5177,1237651754006216846,19.20112,17.3432,16.34915,15.92775,15.565010000000001,0.1067469
44786,1237667735045931142,19.02625,18.20879,17.81165,17.40129,17.39088,0.1227963
11276,1237657589782806544,18.637710000000002,16.68674,15.67885,15.24974,14.946489999999999,0.1024661
36905,1237667292647850390,18.88009,17.91899,17.541179999999997,17.23353,17.20739,0.104414
3563,1237651250435719340,18.23222,17.047279999999997,16.43294,16.05356,15.817429999999998,0.11295119999999999
30907,1237664668980281462,18.61269,17.45766,16.784760000000002,16.4214,16.18433,0.12779690000000002
43935,1237668349213278294,19.87582,18.19821,17.3985,17.0684,16.75381,0.1003157
17796,1237661139032670391,18.828960000000002,17.74553,17.22631,16.88794,16.69675,0.1269562
34443,1237664290472329441,19.259320000000002,17.38338,16.43486,16.04832,15.70185,0.11030739999999999
8794,1237655742405214382,18.48615,16.58941,15.704429999999999,15.302729999999999,14.96469,0.1084383
8839,1237655742942216396,18.375529999999998,17.51347,17.03357,16.617279999999997,16.51096,0.15305539999999998
41886,1237667733961048174,20.09352,19.711479999999998,19.2091,18.829079999999998,18.580170000000003,0.42099549999999997
40233,1237665440989839486,18.84704,17.34935,16.51258,16.030829999999998,15.69859,0.1214943
20067,1237661137962532950,19.62623,18.21646,17.36504,16.95298,16.61461,0.11835330000000001
5976,1237653650772066428,18.61744,17.304920000000003,16.56092,16.12903,15.87139,0.108301
13026,1237658297921503357,19.39534,17.87535,17.06508,16.61964,16.27137,0.123912
45597,1237667112800026863,18.98788,18.26255,17.85922,17.42023,17.41376,0.1372535
18528,1237660764303589448,18.98317,18.19922,17.71742,17.38927,17.2703,0.19431410000000002
1637,1237652900758618241,19.36242,18.06468,17.35586,16.91137,16.598370000000003,0.1131719
28548,1237663444906148043,19.18011,17.624570000000002,16.79332,16.37971,16.08178,0.1074617
46858,1237674602677928168,19.08744,18.08984,17.5889,17.267870000000002,17.17238,0.1452878
8225,1237655130918683113,19.34918,18.32938,17.824579999999997,17.4494,17.31941,0.11123179999999999
45057,1237667143396557047,19.08815,17.67144,16.90365,16.498089999999998,16.191589999999998,0.1010527
16894,1237661069795852425,18.31148,16.70907,15.808729999999999,15.35985,14.98027,0.1001377
28758,1237663547442528394,18.38816,16.92524,16.030160000000002,15.577760000000001,15.217970000000001,0.13054749999999998
19399,1237661358614970440,18.27188,17.11198,16.572570000000002,16.20648,15.993120000000001,0.1022801
6859,1237654606946041952,19.24117,18.339660000000002,17.892329999999998,17.472279999999998,17.449089999999998,0.18891660000000002
13358,1237659133286547542,19.67814,18.9529,18.50745,18.24977,18.203870000000002,0.2165496
13091,1237657774467973352,19.70908,18.27306,17.458070000000003,17.033179999999998,16.73374,0.11703339999999998
868,1237651537646911629,19.76759,18.398039999999998,17.56532,17.1567,16.9008,0.2017405
31802,1237663531329323326,19.2946,18.423939999999998,17.98021,17.61691,17.54776,0.15159070000000002
19187,1237660669281960110,18.371170000000003,16.70058,15.78933,15.35604,15.02985,0.1007892
47114,1237667734490382532,18.60217,17.3344,16.61348,16.21356,15.9133,0.10957570000000001
512,1237648721752293486,19.33671,18.654420000000002,18.00413,17.60736,17.41602,0.1970315
42443,1237667736114298954,19.24319,18.20205,17.50724,17.114710000000002,16.91381,0.1852564
14684,1237657858221473941,19.2918,18.169929999999997,17.43166,16.97296,16.73302,0.174732
15053,1237658204504457386,18.640810000000002,17.20986,16.38551,15.97611,15.68808,0.1460833
49882,1237664852574404762,19.29286,17.43001,16.45332,16.03098,15.687829999999998,0.1062935
28573,1237662300839411874,19.58644,18.08201,17.21034,16.73496,16.424960000000002,0.1130461
4347,1237648721215095037,19.62347,18.52545,17.72915,17.272070000000003,16.99717,0.2182424
13698,1237657630064836781,18.95291,17.899060000000002,17.515520000000002,17.22694,17.10342,0.1177235
19836,1237658801505829003,17.87106,16.31468,15.6754,15.382670000000001,15.13326,0.10226389999999999
20783,1237658300068855974,19.292579999999997,18.20751,17.72128,17.37969,17.19945,0.11274649999999999
43011,1237667448341069967,18.92234,17.01343,16.03975,15.64114,15.303920000000002,0.11639289999999998
20782,1237658300068790355,19.52842,18.31801,17.78071,17.49132,17.31425,0.1012243
31706,1237664338786582695,19.26876,18.20386,17.786189999999998,17.49449,17.33699,0.10135989999999999
29578,1237662269150658882,19.72304,19.08774,18.76576,18.41221,18.35722,0.1090495
914,1237651538177228921,18.98021,16.95134,15.97384,15.540970000000002,15.19317,0.1053846
9444,1237653587943293091,18.90645,18.1728,17.831210000000002,17.4596,17.49344,0.1194819
6523,1237655108380721277,18.88607,17.56416,16.74622,16.28182,15.98236,0.1673057
35360,1237664835387916406,18.65754,17.429029999999997,16.78501,16.398870000000002,16.17502,0.1099422
25652,1237662225151230137,19.553739999999998,18.04959,17.05412,16.619120000000002,16.28056,0.1711007
41420,1237664290998976600,19.28756,18.17256,17.62153,17.26919,17.03274,0.11563319999999999
7593,1237655349963981020,18.80108,17.954179999999997,17.590529999999998,17.26257,17.21047,0.141307
46863,1237674602680222017,19.03154,17.91617,17.203329999999998,16.72103,16.52669,0.1373095
30406,1237662305657618491,18.65895,16.702779999999997,15.673570000000002,15.253379999999998,14.843160000000001,0.110372
34752,1237664667372224640,19.56595,17.475939999999998,16.425639999999998,15.97422,15.60935,0.125226
36772,1237665128543748226,18.48691,17.33353,16.76203,16.40073,16.21396,0.100662
46725,1237671769079808314,18.63712,17.3667,16.79053,16.40942,16.21067,0.10287360000000001
787,1237648721780539624,19.410429999999998,18.12546,17.455289999999998,17.084410000000002,16.85321,0.130232
5713,1237655106771288142,18.72289,17.46673,16.78334,16.438129999999997,16.16217,0.12220589999999999
16357,1237659132747120786,19.15703,17.49517,16.60811,16.19421,15.852829999999999,0.1312497
27733,1237661949201154382,19.00035,17.931639999999998,17.419320000000003,17.06326,16.86554,0.10863189999999999
47077,1237671142555844849,19.60118,18.28069,17.556639999999998,17.0878,16.816229999999997,0.1279805
10148,1237657773925794215,19.48574,18.265629999999998,17.48809,17.044529999999998,16.82781,0.1876496
45205,1237668297684156537,19.10323,17.09834,16.11161,15.70555,15.359020000000001,0.1171127
39439,1237667915414765650,19.31915,18.40502,17.79726,17.47287,17.23369,0.1667355
42293,1237667109576573118,19.50122,17.77729,16.82529,16.38191,16.023039999999998,0.1075472
23943,1237661958299648242,19.24151,17.74244,16.943279999999998,16.50891,16.1812,0.10630250000000001
2230,1237651272960049384,19.65071,18.390439999999998,17.69277,17.23216,16.940160000000002,0.10945739999999998
38350,1237665329310335130,19.134520000000002,17.93979,17.37354,17.028470000000002,16.83201,0.1092548
48186,1237671262816567420,19.05556,17.513360000000002,16.69308,16.24965,15.94961,0.10960050000000002
42868,1237667536935190647,18.33354,17.202579999999998,16.58154,16.18076,15.914520000000001,0.1115391
33643,1237664669509222560,19.57534,18.80396,18.22707,17.940179999999998,17.50766,0.2670665
30655,1237664296367095939,18.25442,17.21603,16.734170000000002,16.28766,16.10957,0.12142570000000001
26173,1237662503220543579,19.65905,17.876829999999998,17.021079999999998,16.6797,16.48301,0.1616177
3877,1237653438155128941,19.25306,17.7336,16.85088,16.39486,16.05798,0.1256235
36064,1237665126947291310,19.34725,18.29469,17.70591,17.3312,17.07777,0.16298479999999999
38405,1237667734506832092,19.43637,18.068279999999998,17.30539,16.85998,16.581970000000002,0.143316
14233,1237658491740881095,19.50389,18.98171,18.66134,18.53916,18.30098,0.2700855
24088,1237661358612414597,19.00529,17.0433,16.02003,15.56926,15.21225,0.1150076
42222,1237668271366275230,19.28855,17.47941,16.6532,16.274810000000002,15.9884,0.10264039999999999
37068,1237665548891324580,19.335729999999998,17.6265,16.66903,16.18421,15.804979999999999,0.1027317
12126,1237651736851775802,19.88102,18.530279999999998,17.696260000000002,17.28174,16.96885,0.1257209
40234,1237665440989839575,19.23302,18.27794,17.75454,17.4213,17.286929999999998,0.17813489999999998
19624,1237659153682006251,19.616239999999998,18.45789,17.7517,17.38306,17.111729999999998,0.1441014
7357,1237655690863050971,18.864810000000002,17.79299,17.296,16.92841,16.79617,0.11444389999999999
25914,1237662306189050088,19.8311,17.87659,16.83535,16.38505,16.0533,0.13497699999999999
36045,1237664285092544875,18.74736,17.22107,16.38938,15.919179999999999,15.598989999999999,0.10167480000000001
49152,1237674462561501409,18.88551,17.69888,17.06895,16.6964,16.49137,0.1362534
48956,1237671940878041212,18.725260000000002,18.40829,18.03576,17.876379999999997,17.55434,0.2635672
4923,1237648720165601408,19.56314,17.62036,16.61544,16.1556,15.816820000000002,0.1100807
1311,1237651192428495082,18.991670000000003,18.02882,17.61835,17.33607,17.24643,0.12935460000000001
36081,1237665126950109430,19.33108,18.378989999999998,17.90417,17.599239999999998,17.48254,0.11857839999999999
39647,1237667912198652121,19.8808,18.18806,17.47869,17.20298,17.00006,0.13586270000000003
18160,1237660413719544119,19.00065,17.92278,17.33719,16.95486,16.76185,0.1282704
32309,1237664871901692028,19.39989,17.76239,16.89796,16.458389999999998,16.1418,0.10127219999999999
18401,1237661068724797622,19.66708,18.407120000000003,17.73274,17.29255,17.04866,0.1568622
39720,1237667430645629101,18.49227,17.04458,16.348029999999998,15.94575,15.72739,0.10401410000000001
24983,1237662262162358437,18.08344,17.20334,16.78516,16.3712,16.30355,0.1296877
9069,1237655465379758214,18.77607,17.70626,17.04983,16.66105,16.410989999999998,0.14425929999999998
43918,1237668349208625343,19.06952,17.60814,16.783,16.35353,16.056160000000002,0.133453
47429,1237668367460532539,19.240170000000003,18.23113,17.72129,17.39175,17.25311,0.14148339999999998
45080,1237667172394729620,18.51093,17.20141,16.44888,16.0382,15.75937,0.11625029999999999
15490,1237658802574459006,19.3367,18.03931,17.44616,17.0834,16.92266,0.1068857
31143,1237663783663042618,19.4297,17.5433,16.584870000000002,16.17063,15.841170000000002,0.1065276
13356,1237659133285171391,18.63244,17.448439999999998,16.63901,16.22962,15.903329999999999,0.1697595
12773,1237657855538823278,19.06025,17.79513,17.04314,16.627979999999997,16.35601,0.11856520000000001
18243,1237660765917806811,18.70636,16.7657,15.73436,15.28849,14.918170000000002,0.1229932
47094,1237667733989294098,18.856070000000003,17.67536,17.17566,16.81338,16.72535,0.10098610000000001
46949,1237674371291021667,18.95103,17.88202,17.278270000000003,16.92344,16.69294,0.1017323
14185,1237657771778113730,19.26354,17.64892,16.75321,16.30639,15.96695,0.11603
12034,1237658192688185572,19.76541,17.78578,16.90159,16.50905,16.222179999999998,0.1057443
25269,1237661872953622633,18.421670000000002,17.068620000000003,16.32754,15.950420000000001,15.689379999999998,0.1299572
46678,1237671766924918964,19.393520000000002,18.22026,17.4689,17.05538,16.757379999999998,0.11617060000000001
10713,1237654398623023237,18.24149,16.22556,15.21911,14.76661,14.463529999999999,0.10363339999999999
40090,1237668348136915163,19.23695,17.74006,17.0153,16.62381,16.359070000000003,0.1043411
20952,1237660613975802029,18.58614,16.795720000000003,15.84462,15.43777,15.125,0.10486140000000001
16984,1237658298991247471,18.571720000000003,17.27856,16.536479999999997,16.11071,15.84371,0.1376115
36351,1237664869754077286,19.39603,18.79372,18.4885,18.220589999999998,18.21987,0.1469966
29192,1237662263785685404,19.10612,17.88312,17.28199,16.86243,16.68246,0.1007073
13232,1237659144559132854,19.32236,17.74409,16.83094,16.403270000000003,16.084020000000002,0.1320249
48220,1237671265495613540,18.93018,17.545,16.878429999999998,16.46787,16.20959,0.1227262
37002,1237665440983220434,19.24012,18.07038,17.411620000000003,16.990820000000003,16.74682,0.1127714
30278,1237664289394655427,19.050079999999998,17.819110000000002,17.064729999999997,16.65113,16.38038,0.16860060000000002
31691,1237664338784419982,18.77864,17.275660000000002,16.47099,16.09385,15.780529999999999,0.11314600000000001
13612,1237658303278874853,18.82054,18.24791,17.93481,17.62491,17.69892,0.15301710000000002
12125,1237651736851710293,19.1271,18.448339999999998,17.64774,17.20371,16.90195,0.2198514
41895,1237667733962293411,19.17512,18.145039999999998,17.64657,17.31104,17.14218,0.11938969999999999
25206,1237662238020993226,19.46254,18.18187,17.45413,17.02658,16.7828,0.1188693
33652,1237664669510074510,19.65579,17.60761,16.599829999999997,16.153029999999998,15.802729999999999,0.10347560000000001
37135,1237664294221512963,19.11482,17.62785,16.83995,16.42523,16.125970000000002,0.12031789999999999
16554,1237658311866056843,19.08955,17.70262,16.97745,16.60482,16.29062,0.10348039999999999
23160,1237661967429271844,19.26249,18.380470000000003,17.72261,17.26858,17.08072,0.1683463
28208,1237662305122779256,18.86956,17.51217,16.80497,16.42217,16.12418,0.1052728
14276,1237658492273229924,19.27908,17.27262,16.271829999999998,15.84114,15.50184,0.10522870000000001
20330,1237658803103793331,19.19034,18.77017,18.39914,18.16171,18.627779999999998,0.129398
1903,1237648722313543852,19.013479999999998,17.82388,17.1431,16.772879999999997,16.57558,0.13987929999999998
36488,1237665427555745936,19.44131,17.47865,16.37194,15.91787,15.5257,0.1341684
19578,1237661851482587294,19.67659,19.14409,18.797810000000002,18.47491,18.43814,0.1656767
16671,1237660584445149282,19.91212,18.01587,17.06683,16.6279,16.30112,0.10311310000000001
38873,1237665565539238045,19.28422,18.1835,17.62594,17.27909,17.06891,0.1295623
37405,1237667209984868391,19.14953,17.83773,17.18189,16.80844,16.57384,0.1060239
41647,1237667734515482654,18.74181,18.30125,18.04058,17.66491,17.86427,0.1761574
29027,1237662499466510533,19.42725,18.37284,17.7812,17.41655,17.241139999999998,0.1510134
19355,1237661817636389062,19.41441,18.35661,17.76497,17.42101,17.213520000000003,0.1038208
30292,1237661966889844902,18.83033,17.85286,17.28876,16.80575,16.67279,0.1253411
34872,1237665369043370190,19.065379999999998,17.416929999999997,16.57753,16.1587,15.86605,0.1063433
27285,1237662697028583600,19.94749,18.46815,17.635460000000002,17.23761,16.94424,0.12180519999999999
3964,1237651250979668134,18.928520000000002,17.17705,16.2993,15.92421,15.65228,0.1413961
23055,1237661386544644419,19.44856,18.437520000000003,17.91017,17.41522,17.264570000000003,0.1132394
26937,1237662226206687401,18.57726,17.33766,16.59349,16.16402,15.915970000000002,0.1348147
26741,1237662268610183394,19.827579999999998,18.50248,17.76884,17.36504,17.08693,0.12267629999999999
44123,1237667912739192912,19.28275,18.197979999999998,17.700210000000002,17.34494,17.18093,0.1342253
34689,1237664667361149036,18.967589999999998,17.40413,16.52711,16.082639999999998,15.81144,0.12790539999999997
11878,1237654601030238367,19.159029999999998,18.09988,17.57263,17.22815,17.040010000000002,0.1008513
43174,1237668332563660995,19.1186,18.12813,17.48767,17.129,16.94827,0.1463359
32921,1237664854175514707,19.21283,17.34177,16.34013,15.913039999999999,15.565339999999999,0.10788769999999999
22934,1237662195609763962,19.03665,17.966479999999997,17.52814,17.2375,17.082720000000002,0.11716019999999999
13437,1237657608038842496,19.386229999999998,18.14626,17.47111,17.13058,16.92521,0.13142579999999998
42207,1237668271358410871,19.28275,18.175710000000002,17.62333,17.24376,17.074,0.1544683
23212,1237661968500981880,18.26067,17.41545,16.84129,16.43818,16.264470000000003,0.11374880000000001
19562,1237661088033734908,19.38334,18.21865,17.606820000000003,17.22172,17.0377,0.13526660000000001
20604,1237661383848493223,19.8695,18.5603,17.64709,17.19836,16.90318,0.1736529
38041,1237667255601267131,19.88883,18.97029,18.66938,18.32467,18.34395,0.11915619999999999
40997,1237667259357331597,20.08706,19.22914,18.777620000000002,18.45644,18.401970000000002,0.1970946
37187,1237664294760874116,19.60216,18.10497,17.34104,16.94872,16.68569,0.12421259999999999
20897,1237660585519480860,19.15461,17.50124,16.665789999999998,16.217,15.918660000000001,0.114944
35191,1237664819289325630,19.26755,18.443260000000002,18.00217,17.63638,17.59861,0.1432279
26533,1237661972792869097,19.765829999999998,19.171310000000002,18.465310000000002,18.241020000000002,17.88662,0.3639078
36105,1237665127463518266,18.88925,17.403129999999997,16.58315,16.15064,15.85563,0.13814949999999998
41482,1237668299286642847,18.75872,18.1193,17.856939999999998,17.5881,17.58601,0.1177642
30693,1237664336637067328,19.48491,17.60521,16.70436,16.29381,15.94095,0.11416680000000001
23054,1237661386543923499,19.08804,17.80568,17.16881,16.79465,16.54772,0.1051242
32157,1237664672716554314,18.72639,17.040229999999998,16.15829,15.716439999999999,15.38085,0.10084939999999999
10292,1237655368746336343,18.87191,17.81235,17.22672,16.81747,16.61393,0.1158286
242,1237648704054689985,18.84538,17.51484,16.780929999999998,16.36129,16.1073,0.1292682
32206,1237664673255260325,19.04084,17.8759,17.17284,16.79301,16.54018,0.14598870000000003
6469,1237655108370694240,19.648239999999998,18.87115,18.52657,18.16614,18.08716,0.1323589
34704,1237664667362787458,18.5695,16.44049,15.30799,14.861360000000001,14.480820000000001,0.1224563
14946,1237660636536832048,18.96847,17.58031,16.7888,16.38871,16.0923,0.1265422
21186,1237658424638046272,18.91354,17.90915,17.46509,17.11366,16.973110000000002,0.1248656
25284,1237661872954933373,18.19989,16.80556,16.08912,15.69605,15.41499,0.1027016
43651,1237667429548032538,19.83918,18.357470000000003,17.564870000000003,17.19164,16.86876,0.14166779999999998
9485,1237657190900629773,19.01258,17.75359,17.23819,16.875120000000003,16.66842,0.1058182
5504,1237655369285959889,18.57258,17.50134,16.92331,16.53068,16.33352,0.1346072
44517,1237668294447136899,18.72503,17.6536,17.116039999999998,16.71865,16.5558,0.10657380000000001
41160,1237667781219647645,19.19624,17.2416,16.275270000000003,15.857320000000001,15.509620000000002,0.10844289999999998
47564,1237671127514087646,18.93419,17.8236,17.20787,16.82309,16.6275,0.12083599999999999
17900,1237659120403087447,18.689320000000002,17.54433,16.88786,16.46949,16.22096,0.1141815
18739,1237658628622712894,19.08644,17.64104,16.74113,16.27028,15.924760000000001,0.142485
46012,1237667448342511772,19.69214,18.3413,17.75212,17.43904,17.194689999999998,0.1107754
6890,1237654608533258390,19.05528,18.38853,17.98876,17.58377,17.4867,0.1327722
2621,1237651213897498973,19.617639999999998,18.86494,18.2898,17.96852,17.787770000000002,0.2393786
17865,1237661150304141400,19.13557,17.40062,16.42845,15.98749,15.615429999999998,0.13119370000000002
32877,1237664853641265317,19.34836,18.19521,17.63989,17.264020000000002,17.18967,0.14307
11015,1237658205571645635,19.26097,17.8936,17.079829999999998,16.64732,16.37977,0.14308900000000002
3128,1237648703522668834,19.26235,18.08857,17.576970000000003,17.225189999999998,17.0692,0.1252633
4454,1237651752931164260,19.14481,18.450789999999998,17.96736,17.58405,17.424220000000002,0.14216420000000002
34958,1237665565000532156,19.02448,17.962139999999998,17.458,17.14055,17.06914,0.1166251
